GameId,GameLocation,GameDivisionDisplay,GameTeamsShort,GameFinalScore,GameWinner,GameLoser,HomeTeamName,AwayTeamName,HomeTeamLeaguePoints,AwayTeamLeaguePoints,FinalHomeScore,FinalAwayScore,Referres,DateTime,GameEvents,Total 1P Attempt Given,Team Name Short,Team Role,Total Lost Points,Total 1P Shots Attempted,Total Won Points,Result Outcome,League Points,Team Name,GD Fouls,P3 Fouls,2P Made Shots,Starting Five,Fouls Raw,1P Made Shots,T1 Fouls,3P Made Shots,Player Number,Player Name,Total Points,Total Fouls,U3 Fouls,U2 Fouls,P2 Fouls,U1 Fouls,P1 Fouls,P Fouls
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,1,,2 (P +P2),3,0,0,5,ROUAULT Vincent,5,2,0,0,1,0,0,1
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,0,,1 (P2),0,0,0,6,GASPAR Rui,0,1,0,0,1,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,2,,1 (P2),0,0,0,7,DELAPLACE Mathieu,4,1,0,0,1,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,1,,2 (P1+P2),0,0,0,8,WANG ZengKuan,2,2,0,0,1,0,1,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,5,,2 (P2+P ),0,0,0,9,PETIT Pierre Philippe Andre,10,2,0,0,1,0,0,1
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,2,,1 (P1),3,0,0,10,COGHETTO Mattia,7,1,0,0,0,0,1,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,2,,3 (P2+P +P2),0,0,0,11,RYBARCZYK Marcin,4,3,0,0,2,0,0,1
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,8,,1 (P2),2,0,0,12,MORI Guido,18,1,0,0,1,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,18,RACC,Home,72,16,59,L,1,Racing Luxembourg C,0,0,3,,3 (P +P +P ),3,0,0,14,TOZIK Dimitry,9,3,0,0,0,0,0,3
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,3,,1 (P2),6,0,2,4,ENGEL Xavier,18,1,0,0,1,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,3,,1 (P ),1,0,3,5,RIBOLDI Giorgio,16,1,0,0,0,0,0,1
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,1,,2 (P1+P1),0,0,0,6,FACCHETTI Matteo,2,2,0,0,0,0,2,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,1,,4 (P +P2+P +P2),0,0,1,7,AULNER Francois,5,4,0,0,2,0,0,2
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,0,,1 (P2),0,0,1,8,HILGER Sam,3,1,0,0,1,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,1,,4 (P2+P2+P +P ),0,0,0,9,ARENDT Nicolas,2,4,0,0,2,0,0,2
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,0,,0,0,0,0,10,MATHIEU Joe,0,0,0,0,0,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,3,,2 (P +P2),4,0,1,11,ELCHEROTH Pit,13,2,0,0,1,0,0,1
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,2,,0,1,0,0,12,PROST Ander,5,0,0,0,0,0,0,0
1501001,Tramsschapp Luxembourg - FINAL RESULT,M-Division 1:,Racing Luxembourg C - Racing Luxembourg B,59 : 72,Racing Luxembourg B,Racing Luxembourg C,Racing Luxembourg C,Racing Luxembourg B,1,2,59,72,,2025-09-20 20:30:00,,16,RACB,Away,59,18,72,W,2,Racing Luxembourg B,0,0,4,,1 (P ),0,0,0,14,SILVESTRE MARQUEZ Wander Nicolas,8,1,0,0,0,0,0,1
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,2,,1 (P ),0,0,0,4,THESEN Joel,4,1,0,0,0,0,0,1
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,0,,1 (P1),0,0,0,5,CLASEN Christophe,0,1,0,0,0,0,1,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,5,,0,3,0,1,8,BELLWALD Yves,16,0,0,0,0,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,1,,0,0,0,1,9,SCHOLTUS Manuel,5,0,0,0,0,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,2,,1 (P ),1,0,3,10,WAMPACH Daniel,14,1,0,0,0,0,0,1
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,0,,2 (P +P ),1,0,0,12,PRIM Joe,1,2,0,0,0,0,0,2
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,3,,1 (P ),1,0,0,13,HETTO Charel,7,1,0,0,0,0,0,1
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,0,,0,0,0,1,14,KUNNERT Jean-Pierre,3,0,0,0,0,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,5,US C,Home,87,20,51,L,1,US Heffingen C,0,0,0,,2 (P2+P2),1,0,0,15,FABER Joe,1,2,0,0,2,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,1,,0,1,0,0,4,MAES Simon,3,0,0,0,0,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,1,,2 (P +P2),0,0,0,5,WAGENER Luc,2,2,0,0,1,0,0,1
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,1,,1 (P2),1,0,4,6,REITER Pit,15,1,0,0,1,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,2,,3 (P2+P2+P2),0,0,0,7,OLY Charel,4,3,0,0,3,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,1,,1 (P2),0,0,0,8,LUDWIG Claude,2,1,0,0,1,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,4,,1 (P2),0,0,1,9,BOURGEOIS Lee,11,1,0,0,1,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,3,,1 (P2),0,0,1,10,STEINMETZ Ethan,9,1,0,0,1,0,0,0
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,4,,1 (P ),0,0,1,11,SCHMIT Max,11,1,0,0,0,0,0,1
1501003,Hall Sportif - FINAL RESULT,M-Division 1:,US Heffingen C - US Heffingen B,51 : 87,US Heffingen B,US Heffingen C,US Heffingen C,US Heffingen B,1,2,51,87,,2025-10-08 20:30:00,,20,US B,Away,51,5,87,W,2,US Heffingen B,0,0,13,,2 (P2+P2),2,0,1,12,JACOBY Frank,30,2,0,0,2,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,0,9,,4 (P1+P +P +P ),2,0,0,4,FISCHBACH Jeremy,20,4,0,0,0,0,1,3
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,0,1,,3 (P2+P2+P2),0,0,0,5,GUNIA Basile,2,3,0,0,3,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,0,0,,0,0,0,1,7,VIDAL Ruben,3,0,0,0,0,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,0,2,,2 (P +P2),0,0,1,8,KUHN Antoine,7,2,0,0,1,0,0,1
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,0,4,,1 (P1),3,0,0,12,CZERWONKA Yannis,11,1,0,0,0,0,1,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,1,2,,4 (P +P2+P2+P3),0,0,0,13,TOUSCH Laurent,4,4,0,0,2,0,0,1
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,17,BASB,Home,62,15,64,W,2,Basket Esch B,0,0,4,,1 (P ),3,0,2,14,LATINOVIC Marko,17,1,0,0,0,0,0,1
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,7,,0,1,0,0,4,BAUER Lex,15,0,0,0,0,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,4,,3 (P +P2+P2),3,0,2,5,PIVIDOR Luca,17,3,0,0,2,0,0,1
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,1,,0,0,0,0,6,PEFFER Maxime,2,0,0,0,0,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,0,,3 (P1+P +P2),0,0,0,7,KRIER Jeff,0,3,0,0,1,0,1,1
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,4,,1 (P2),4,0,2,8,DEMUTH Mika,18,1,0,0,1,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,0,,1 (P2),0,0,0,9,PEFFER Yannick,0,1,0,0,1,0,0,0
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,4,,3 (P2+P +P ),2,0,0,10,WENSVEEN GROU Kian,10,3,0,0,1,0,0,2
1501005,Hall Omnisport - FINAL RESULT,M-Division 1:,Basket Esch B - Gréngewald Hueschtert B,64 : 62,Basket Esch B,Gréngewald Hueschtert B,Basket Esch B,Gréngewald Hueschtert B,2,1,64,62,,2025-09-21 19:30:00,,15,GRÉB,Away,64,17,62,L,1,Gréngewald Hueschtert B,0,0,0,,2 (P +P2),0,0,0,13,SCHAEFER Ben,0,2,0,0,1,0,0,1
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,8,,4 (P2+P +P +P2),1,0,3,4,DOMINGOS SANCHES Miguel Angelo,26,4,0,0,2,0,0,2
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,1,,1 (P1),1,0,0,5,PALERMO CARDOSO Giovanni,3,1,0,0,0,0,1,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,7,,1 (P2),5,0,2,8,WOLTER Noah,25,1,0,0,1,0,0,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,1,,3 (P2+P2+P2),0,0,1,9,WILMES Charel,5,3,0,0,3,0,0,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,1,,3 (P +P +P1),0,0,3,10,LOPES MORAIS Lenny,11,3,0,0,0,0,1,2
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,3,,2 (P1+P2),2,0,4,12,DOMINGOS SANCHES Jose Miguel,20,2,0,0,1,0,1,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,1,,4 (P +P2+P +P2),0,0,0,13,OKE Oreoluwa,2,4,0,0,2,0,0,2
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,26,ETZB,Home,81,16,96,W,2,Etzella Ettelbruck B,0,0,2,,5 (P1+P1+P1+P +P2),0,0,0,15,BIEUX Axel,4,5,0,0,1,0,3,1
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,7,,3 (P +P2+P2),3,0,2,4,WOLZFELD Rene,23,3,0,0,2,0,0,1
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,3,,2 (P +P ),4,0,0,7,WALRAVENS Patrick,10,2,0,0,0,0,0,2
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,0,,1 (P2),0,0,1,9,TORRES DOS SANTOS David,3,1,0,0,1,0,0,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,7,,3 (P1+P1+P ),5,0,0,10,GOERGEN Ben,19,3,0,0,0,0,2,1
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,1,,0,2,0,1,11,TORRES DOS SANTOS Christophe Manuel,7,0,0,0,0,0,0,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,2,,1 (P1),0,0,0,12,REULAND Keven,4,1,0,0,0,0,1,0
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,2,,3 (P1+P2+P ),0,0,0,13,KIRSCH Michel,4,3,0,0,1,0,1,1
1501007,Centre Sportif Du Deich - FINAL RESULT,M-Division 1:,Etzella Ettelbruck B - AB Contern B,96 : 81,Etzella Ettelbruck B,AB Contern B,Etzella Ettelbruck B,AB Contern B,2,1,96,81,,2025-09-21 20:00:00,,16,AB B,Away,96,26,81,L,1,AB Contern B,0,0,1,,3 (P2+P2+P ),0,0,3,14,KAFER Jerome Charel,11,3,0,0,2,0,0,1
