PlayerName,Team,PlayerNumber,GamesPlayed,GamesStarted,StartingPercentage,TotalPoints,AvgPointsPerGame,1PMadeShots,2PMadeShots,3PMadeShots,TotalFieldGoalsMade,AvgShotsPerGame,PointsPerShot,FTAttempts,FTMakes,FTPercentage,TotalFouls,AvgFoulsPerGame,PFouls,P1Fouls,P2Fouls,P3Fouls,T1Fouls,U1Fouls,U2Fouls,U3Fouls,GDFouls
PERRARD Felix,AB Contern B,15,3,2,66.7,8,2.67,0,4,0,4,1.33,2.0,0,0,0.0,5,1.67,3,1,1,0,0,0,0,0,0
DEMIROVIC Malik,Bascharage Hedgehogs B,10,1,1,100.0,8,8.0,0,4,0,4,4.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
CESSAT Raphael Gabriel Pierre,Basket Esch B,6,1,0,0.0,8,8.0,2,3,0,5,5.0,1.6,0,0,0.0,3,3.0,2,0,1,0,0,0,0,0,0
MANNES Marc,Rebound Préizerdaul B,15,3,0,0.0,8,2.67,0,4,0,4,1.33,2.0,0,0,0.0,8,2.67,2,0,4,0,0,0,2,0,0
SALDANA Marvin,Résidence Walferdange,13,7,2,28.6,8,1.14,0,1,2,3,0.43,2.67,0,0,0.0,7,1.0,2,2,3,0,0,0,0,0,0
SARCEVIC Lazar,Telstar Hesperange,8,1,0,0.0,8,8.0,3,1,1,5,5.0,1.6,4,2,50.0,3,3.0,2,0,1,0,0,0,0,0,0
KLOPP Pit,Musel Pikes C,4,4,0,0.0,8,2.0,0,4,0,4,1.0,2.0,0,0,0.0,1,0.25,1,0,0,0,0,0,0,0,0
BLESGEN Sebastian,Sparta Bertrange C,15,1,0,0.0,8,8.0,0,1,2,3,3.0,2.67,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
KEMEVUAKO Giovanni,BC Mess,14,6,4,66.7,8,1.33,1,2,1,4,0.67,2.0,0,0,0.0,15,2.5,4,3,8,0,0,0,0,0,0
KAISER Eliaz,Basket Esch D,5,1,1,100.0,8,8.0,0,4,0,4,4.0,2.0,0,0,0.0,3,3.0,2,0,1,0,0,0,0,0,0
TSARAMANIDIS Georgios,Sparta Bertrange B,6,2,1,50.0,8,4.0,1,2,1,4,2.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
NZEUSSI MBOUENDEU Charles Aime,Mambra Mamer C,9,4,0,0.0,8,2.0,3,1,1,5,1.25,1.6,1,1,100.0,6,1.5,2,1,3,0,0,0,0,0,0
HANSEN CRUCHTEN Finn,Black Star Mersch,4,4,0,0.0,8,2.0,2,3,0,5,1.25,1.6,4,2,50.0,9,2.25,2,0,7,0,0,0,0,0,0
DUBAN Anatole Joseph,Nitia Bettembourg B,13,5,0,0.0,8,1.6,0,4,0,4,0.8,2.0,0,0,0.0,7,1.4,3,1,3,0,0,0,0,0,0
HOUMANN Claus,Amicale Steesel B,7,2,2,100.0,8,4.0,0,4,0,4,2.0,2.0,0,0,0.0,4,2.0,0,0,4,0,0,0,0,0,0
TIAGO BATISTA Lucas Miguel,T71 Dudelange B,9,4,1,25.0,8,2.0,3,1,1,5,1.25,1.6,2,1,50.0,9,2.25,3,3,3,0,0,0,0,0,0
MURRAY James Patrick,Mambra Mamer,9,4,2,50.0,8,2.0,0,1,2,3,0.75,2.67,0,0,0.0,7,1.75,3,1,2,0,0,0,1,0,0
VANDLER Fabien,Basket Esch,6,5,0,0.0,8,1.6,1,2,1,4,0.8,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
VANDLER Fabien,Basket Esch B,6,1,0,0.0,8,8.0,2,3,0,5,5.0,1.6,0,0,0.0,4,4.0,0,1,2,0,1,0,0,0,0
MOLLING Ben,Nitia Bettembourg B,12,3,3,100.0,8,2.67,0,4,0,4,1.33,2.0,0,0,0.0,3,1.0,2,0,1,0,0,0,0,0,0
FISCHELS Yann Marc,Black Star Mersch C,12,1,0,0.0,8,8.0,2,3,0,5,5.0,1.6,2,1,50.0,2,2.0,1,1,0,0,0,0,0,0,0
BADJI Moussa,Mambra Mamer C,14,1,0,0.0,8,8.0,0,4,0,4,4.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
PURICE Razvan-Alexandru,Résidence Walferdange B,5,3,0,0.0,8,2.67,0,4,0,4,1.33,2.0,0,0,0.0,7,2.33,7,0,0,0,0,0,0,0,0
CONTE Philippe,Black Frogs Schieren,4,8,0,0.0,8,1.0,4,2,0,6,0.75,1.33,4,2,50.0,10,1.25,5,1,4,0,0,0,0,0,0
PHILIPPS Jo,Black Star Mersch B,5,4,1,25.0,8,2.0,2,3,0,5,1.25,1.6,2,1,50.0,0,0.0,0,0,0,0,0,0,0,0,0
CRAIGHERO Cristian,BBC Käldall,10,4,0,0.0,8,2.0,0,1,2,3,0.75,2.67,0,0,0.0,2,0.5,1,0,1,0,0,0,0,0,0
SCHLECHTER Fynn,North Fox B,4,1,1,100.0,8,8.0,3,1,1,5,5.0,1.6,0,0,0.0,3,3.0,0,1,2,0,0,0,0,0,0
FRIEDEN Alexandre Aloyse Jean,Musel Pikes B,12,4,2,50.0,8,2.0,0,4,0,4,1.0,2.0,0,0,0.0,8,2.0,3,0,5,0,0,0,0,0,0
PARISI David,Telstar Hesperange B,6,1,1,100.0,8,8.0,0,4,0,4,4.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
WORMERINGER Len,Arantia Larochette C,4,3,0,0.0,7,2.33,1,3,0,4,1.33,1.75,0,0,0.0,7,2.33,3,0,4,0,0,0,0,0,0
LE CLERC GILDAS,Mambra Mamer C,4,1,1,100.0,7,7.0,1,0,2,3,3.0,2.33,2,1,50.0,1,1.0,1,0,0,0,0,0,0,0,0
SCHONCKERT Marc,BBC East Side Pirates B,14,4,0,0.0,7,1.75,1,3,0,4,1.0,1.75,0,0,0.0,1,0.25,0,0,1,0,0,0,0,0,0
GUNIA Basile,Basket Esch B,5,5,0,0.0,7,1.4,0,2,1,3,0.6,2.33,0,0,0.0,11,2.2,3,2,6,0,0,0,0,0,0
LIES Jonas,T71 Dudelange B,8,1,0,0.0,7,7.0,2,1,1,4,4.0,1.75,0,0,0.0,2,2.0,1,0,0,1,0,0,0,0,0
PIVIDOR Gilbert,Telstar Hesperange E,14,2,0,0.0,7,3.5,2,2,0,4,2.0,1.75,0,0,0.0,5,2.5,3,0,1,0,0,0,1,0,0
ALESCH Tom,Sparta Bertrange B,8,3,3,100.0,7,2.33,3,2,0,5,1.67,1.4,0,0,0.0,3,1.0,3,0,0,0,0,0,0,0,0
WILMES Charel,Etzella Ettelbruck B,9,2,0,0.0,7,3.5,0,2,1,3,1.5,2.33,0,0,0.0,5,2.5,0,0,5,0,0,0,0,0,0
WELBES Bob,Amicale Steesel C,11,2,1,50.0,7,3.5,0,2,1,3,1.5,2.33,0,0,0.0,2,1.0,0,1,1,0,0,0,0,0,0
DAWIR Gilles,Nitia Bettembourg B,13,1,1,100.0,7,7.0,2,1,1,4,4.0,1.75,0,0,0.0,4,4.0,0,3,1,0,0,0,0,0,0
KIRCH Jeff,Arantia Larochette B,14,1,0,0.0,7,7.0,0,2,1,3,3.0,2.33,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
SENCHENKO Oleksandr,Arantia Larochette,7,3,0,0.0,7,2.33,1,0,2,3,1.0,2.33,3,1,33.3,1,0.33,0,0,1,0,0,0,0,0,0
KICKERT Hendrik,T71 Dudelange B,9,4,2,50.0,7,1.75,1,3,0,4,1.0,1.75,0,0,0.0,2,0.5,1,0,1,0,0,0,0,0,0
KUHN Julien,AS Soleuvre C,6,2,0,0.0,7,3.5,0,2,1,3,1.5,2.33,0,0,0.0,1,0.5,0,0,1,0,0,0,0,0,0
VERHAREN WURTH Mathieu,Sparta Bertrange B,9,1,1,100.0,7,7.0,0,2,1,3,3.0,2.33,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
BABA Hakim,Etzella Ettelbruck B,10,3,0,0.0,7,2.33,1,3,0,4,1.33,1.75,2,1,50.0,8,2.67,2,1,5,0,0,0,0,0,0
HIRTZ Fabien Andre Michel,BBC Käldall,9,3,0,0.0,7,2.33,0,2,1,3,1.0,2.33,0,0,0.0,2,0.67,1,0,1,0,0,0,0,0,0
HESS Danilo,US Heffingen,7,3,0,0.0,7,2.33,1,3,0,4,1.33,1.75,2,1,50.0,4,1.33,0,1,3,0,0,0,0,0,0
DA SILVA MOREIRA Joao,North Fox C,8,1,0,0.0,7,7.0,0,2,1,3,3.0,2.33,0,0,0.0,3,3.0,1,2,0,0,0,0,0,0,0
LOECHNER-ERNST Hector Dieter,Mambra Mamer B,4,1,0,0.0,7,7.0,2,1,1,4,4.0,1.75,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
CEDRATI Luca,Racing Luxembourg D,5,4,0,0.0,7,1.75,0,2,1,3,0.75,2.33,0,0,0.0,7,1.75,5,0,2,0,0,0,0,0,0
LAFONTAINE Mathieu,AS Soleuvre,8,5,0,0.0,7,1.4,0,2,1,3,0.6,2.33,0,0,0.0,8,1.6,3,1,3,0,0,0,1,0,0
PEREIRA RODRIGUES Ruben,BBC Dikrich,8,2,1,50.0,7,3.5,2,1,1,4,2.0,1.75,4,2,50.0,1,0.5,1,0,0,0,0,0,0,0,0
BANZER Bob,US Heffingen C,7,2,0,0.0,6,3.0,0,3,0,3,1.5,2.0,0,0,0.0,5,2.5,2,0,3,0,0,0,0,0,0
WISELER Alain,Rebound Préizerdaul B,9,1,0,0.0,6,6.0,1,1,1,3,3.0,2.0,0,0,0.0,4,4.0,1,0,3,0,0,0,0,0,0
SCHROEDER Nils,T71 Dudelange,5,4,0,0.0,6,1.5,1,1,1,3,0.75,2.0,0,0,0.0,1,0.25,1,0,0,0,0,0,0,0,0
BRIZZI Enrico,Telstar Hesperange B,7,2,0,0.0,6,3.0,0,3,0,3,1.5,2.0,0,0,0.0,4,2.0,0,4,0,0,0,0,0,0,0
SPAGNOLETTI Niccolo,Telstar Hesperange,6,1,0,0.0,6,6.0,1,1,1,3,3.0,2.0,0,0,0.0,4,4.0,2,0,2,0,0,0,0,0,0
DOSTERT Steve,BBC East Side Pirates B,10,5,2,40.0,6,1.2,3,0,1,4,0.8,1.5,2,1,50.0,7,1.4,3,0,4,0,0,0,0,0,0
DOS REIS FERNANDES Paulo,Black Star Mersch,11,3,0,0.0,6,2.0,0,0,2,2,0.67,3.0,0,0,0.0,2,0.67,1,0,0,0,0,0,1,0,0
BLAZARENAS Paulius,Telstar Hesperange C,5,4,0,0.0,6,1.5,0,4,0,4,1.0,1.5,0,0,0.0,2,0.5,1,0,1,0,0,0,0,0,0
SZOLLOSY Sam,Mambra Mamer C,7,3,0,0.0,6,2.0,0,3,0,3,1.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
KUHN Georges,Bascharage Hedgehogs B,10,4,1,25.0,6,1.5,0,3,0,3,0.75,2.0,0,0,0.0,5,1.25,2,1,1,1,0,0,0,0,0
KEUP Neal,Amicale Steesel,11,5,0,0.0,6,1.2,0,3,0,3,0.6,2.0,0,0,0.0,6,1.2,1,1,4,0,0,0,0,0,0
NIKOLOPOU LOS Vasileios,Telstar Hesperange B,7,3,2,66.7,6,2.0,2,2,0,4,1.33,1.5,0,0,0.0,1,0.33,0,0,1,0,0,0,0,0,0
MELICIO PAIVA Rafael,Black Frogs Schieren,6,6,0,0.0,6,1.0,0,0,2,2,0.33,3.0,0,0,0.0,7,1.17,2,0,4,1,0,0,0,0,0
BABIC Ermin,Kordall Steelers,5,4,0,0.0,6,1.5,1,1,1,3,0.75,2.0,0,0,0.0,6,1.5,2,1,3,0,0,0,0,0,0
BECKERS Yannick,Black Star Mersch B,4,2,1,50.0,6,3.0,2,2,0,4,2.0,1.5,0,0,0.0,4,2.0,2,1,1,0,0,0,0,0,0
MISTICO Ewan Joris,Nitia Bettembourg,11,2,2,100.0,6,3.0,4,1,0,5,2.5,1.2,2,1,50.0,5,2.5,3,0,2,0,0,0,0,0,0
TEIXEIRA RIBEIRO Fabio,Bascharage Hedgehogs,7,3,0,0.0,6,2.0,0,0,2,2,0.67,3.0,0,0,0.0,1,0.33,1,0,0,0,0,0,0,0,0
HILLIARD Jonathan Michael,Gréngewald Hueschtert C,6,3,0,0.0,6,2.0,0,3,0,3,1.0,2.0,0,0,0.0,4,1.33,2,0,2,0,0,0,0,0,0
BAUSCH Mike,Telstar Hesperange D,15,1,0,0.0,6,6.0,0,3,0,3,3.0,2.0,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
LINDEN Pol,North Fox,5,5,0,0.0,6,1.2,3,0,1,4,0.8,1.5,2,1,50.0,6,1.2,2,0,3,1,0,0,0,0,0
PFEIFFENSCHNEIDER Marc,Racing Luxembourg B,8,2,1,50.0,6,3.0,0,0,2,2,1.0,3.0,0,0,0.0,4,2.0,3,0,1,0,0,0,0,0,0
LE CLERC Gildas,Mambra Mamer C,4,2,1,50.0,6,3.0,0,0,2,2,1.0,3.0,0,0,0.0,7,3.5,4,3,0,0,0,0,0,0,0
CANO Clifton,Black Star Mersch C,15,4,0,0.0,6,1.5,2,2,0,4,1.0,1.5,2,1,50.0,12,3.0,4,1,7,0,0,0,0,0,0
CAVOR Stephane,AS Soleuvre,11,1,0,0.0,6,6.0,0,3,0,3,3.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
FRIEDERICI Charel,Arantia Larochette C,4,1,1,100.0,6,6.0,0,3,0,3,3.0,2.0,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
GUETA Lahav,AB Contern C,4,1,0,0.0,6,6.0,0,3,0,3,3.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
COVELLI Carlo,Racing Luxembourg D,11,3,0,0.0,6,2.0,0,0,2,2,0.67,3.0,0,0,0.0,2,0.67,0,0,2,0,0,0,0,0,0
RODRIGUES FORTES Odair Nelson,BBC Dikrich,9,3,3,100.0,6,2.0,0,3,0,3,1.0,2.0,0,0,0.0,8,2.67,2,1,5,0,0,0,0,0,0
LI Dong,Arantia Larochette C,13,4,0,0.0,6,1.5,0,3,0,3,0.75,2.0,0,0,0.0,5,1.25,2,0,3,0,0,0,0,0,0
LOECHNER-ERNST Hector Dieter,Mambra Mamer,8,4,0,0.0,6,1.5,0,0,3,3,0.75,2.0,0,0,0.0,4,1.0,2,0,2,0,0,0,0,0,0
DA VEIGA RODRIGUES Gabriel,Basket Esch,9,5,0,0.0,6,1.2,1,1,1,3,0.6,2.0,1,1,100.0,2,0.4,1,0,1,0,0,0,0,0,0
DA SILVA MONTEIRO Diogo,Mambra Mamer C,6,3,1,33.3,6,2.0,0,3,0,3,1.0,2.0,0,0,0.0,1,0.33,1,0,0,0,0,0,0,0,0
ANDJELKOVIC Mihailo,AB Contern,5,2,1,50.0,6,3.0,3,0,1,4,2.0,1.5,3,1,33.3,4,2.0,0,0,4,0,0,0,0,0,0
IORIO Quentin Laurent Piere,Basket Esch B,10,1,0,0.0,6,6.0,0,0,2,2,2.0,3.0,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
ALMEIDA LOPES DE PINA Kelvin,Amicale Steesel,4,5,0,0.0,5,1.0,0,1,1,2,0.4,2.5,0,0,0.0,7,1.4,4,0,2,1,0,0,0,0,0
ANDRADE MONTEIRO Jose Junior,BC Mess,11,2,0,0.0,5,2.5,0,1,1,2,1.0,2.5,0,0,0.0,4,2.0,2,0,0,2,0,0,0,0,0
WANG ZengKuan,Racing Luxembourg D,4,1,1,100.0,5,5.0,1,2,0,3,3.0,1.67,0,0,0.0,2,2.0,0,1,1,0,0,0,0,0,0
RIBEIRO GONCALVES Patrick,Black Frogs Schieren B,4,4,0,0.0,5,1.25,0,1,1,2,0.5,2.5,0,0,0.0,4,1.0,1,1,2,0,0,0,0,0,0
REUTER Jules,CFBB U18,10,1,0,0.0,5,5.0,1,2,0,3,3.0,1.67,0,0,0.0,4,4.0,3,1,0,0,0,0,0,0,0
ROCHA PIRES Dylan,Arantia Larochette,8,5,1,20.0,5,1.0,1,2,0,3,0.6,1.67,0,0,0.0,3,0.6,1,1,0,1,0,0,0,0,0
DECKER Maurice,Arantia Larochette B,6,2,1,50.0,5,2.5,0,1,1,2,1.0,2.5,0,0,0.0,1,0.5,1,0,0,0,0,0,0,0,0
ROB Frederik,North Fox C,14,4,1,25.0,5,1.25,1,2,0,3,0.75,1.67,0,0,0.0,2,0.5,1,1,0,0,0,0,0,0,0
RODRIGUES FORTES William,BBC Dikrich,11,2,0,0.0,5,2.5,0,1,1,2,1.0,2.5,0,0,0.0,3,1.5,1,1,1,0,0,0,0,0,0
ROILGEN Patrick Emile Henri,Sparta Bertrange C,8,1,0,0.0,5,5.0,1,2,0,3,3.0,1.67,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
ROUAULT Vincent,Racing Luxembourg C,5,3,1,33.3,5,1.67,3,1,0,4,1.33,1.25,2,1,50.0,4,1.33,2,0,2,0,0,0,0,0,0
CANO Cameron,Black Star Mersch C,7,2,1,50.0,5,2.5,3,1,0,4,2.0,1.25,4,2,50.0,3,1.5,1,1,1,0,0,0,0,0,0
CRISTOSTOMO RIBEIRO Andre,BC Mess B,4,1,0,0.0,5,5.0,2,0,1,3,3.0,1.67,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
PIVIDOR Luca,Gréngewald Hueschtert,14,2,0,0.0,5,2.5,0,1,1,2,1.0,2.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
MATURAN Rainjay,AS Soleuvre B,11,3,3,100.0,5,1.67,3,1,0,4,1.33,1.25,2,1,50.0,7,2.33,5,0,2,0,0,0,0,0,0
HADDI Rayane,AS Soleuvre C,15,2,0,0.0,5,2.5,1,2,0,3,1.5,1.67,0,0,0.0,5,2.5,1,0,4,0,0,0,0,0,0
OLIVEIRA MENDES Datan,Rebound Préizerdaul B,6,4,0,0.0,5,1.25,0,1,1,2,0.5,2.5,0,0,0.0,5,1.25,3,0,2,0,0,0,0,0,0
FERNANDES TORRES Miguel Antonio,AB Contern C,4,2,0,0.0,5,2.5,1,2,0,3,1.5,1.67,2,1,50.0,2,1.0,0,0,2,0,0,0,0,0,0
MEDJUGORAC Robert,Rebound Préizerdaul B,10,3,1,33.3,5,1.67,0,1,1,2,0.67,2.5,0,0,0.0,4,1.33,1,0,3,0,0,0,0,0,0
BESENIUS Yannick,US Heffingen B,7,1,0,0.0,5,5.0,0,1,1,2,2.0,2.5,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
KIRPACH Luc,Arantia Larochette B,7,2,0,0.0,5,2.5,2,0,2,4,2.0,1.25,0,0,0.0,3,1.5,2,0,1,0,0,0,0,0,0
THOMA PAPP Patrick,North Fox B,5,1,1,100.0,5,5.0,1,2,0,3,3.0,1.67,2,1,50.0,4,4.0,0,3,1,0,0,0,0,0,0
BESENIUS Yannick,US Heffingen,6,2,0,0.0,5,2.5,2,0,1,3,1.5,1.67,2,1,50.0,0,0.0,0,0,0,0,0,0,0,0,0
MOLLINERI Zachary Kayne,Sparta Bertrange B,7,1,0,0.0,5,5.0,0,1,1,2,2.0,2.5,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
ESSIFI Rayan,US Heffingen,10,2,0,0.0,5,2.5,2,2,0,4,2.0,1.25,2,1,50.0,1,0.5,1,0,0,0,0,0,0,0,0
MENDES LOUSADA Kevin,Basket Esch D,7,3,3,100.0,5,1.67,3,1,0,4,1.33,1.25,0,0,0.0,10,3.33,9,0,1,0,0,0,0,0,0
BRINCK Robert,US Heffingen C,5,1,0,0.0,5,5.0,0,1,1,2,2.0,2.5,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
DAIMINGER Jonathan Maximilian,Avanti Mondorf B,9,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
LOUVIGNY Desire Sekou,AB Contern,12,5,0,0.0,4,0.8,0,2,0,2,0.4,2.0,0,0,0.0,7,1.4,1,1,4,1,0,0,0,0,0
DA CRUZ SALOMAO Jason,Basket Esch D,9,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
GENOUD Alan,Arantia Larochette,5,3,0,0.0,4,1.33,2,1,0,3,1.0,1.33,0,0,0.0,2,0.67,1,0,1,0,0,0,0,0,0
LIN Xu,Arantia Larochette B,12,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
LEITE DELGADO Joel,BBC Dikrich,4,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
SANCHES GOMES JUNIOR Sandro Sana,AS Soleuvre B,10,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,5,5.0,3,0,2,0,0,0,0,0,0
SALAC Martin,Gréngewald Hueschtert B,10,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,5,2.5,1,1,3,0,0,0,0,0,0
CAMBIOTTI Mika,BC Mess,4,4,0,0.0,4,1.0,1,0,1,2,0.5,2.0,2,1,50.0,3,0.75,1,0,2,0,0,0,0,0,0
OLY Charel,US Heffingen B,7,1,1,100.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,3,3.0,0,0,3,0,0,0,0,0,0
PAPANIKOLAOU Nikolaos,Sparta Bertrange B,6,1,1,100.0,4,4.0,1,0,1,2,2.0,2.0,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
MANUEL Advasio Junior,BC Mess,11,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,9,4.5,4,1,4,0,0,0,0,0,0
FERREIRA PINTO Jorge Manuel,North Fox C,5,2,1,50.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
VUKOTIC Filip,Telstar Hesperange,15,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,3,1.0,0,1,2,0,0,0,0,0,0
ZIMONJIC Ognjen,BC Mess,13,4,0,0.0,4,1.0,0,2,0,2,0.5,2.0,0,0,0.0,9,2.25,4,0,5,0,0,0,0,0,0
ZILLIKEN Rainer Joachim,Musel Pikes B,14,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,2,0.67,0,1,1,0,0,0,0,0,0
TSHILUMBA Daniel,Bascharage Hedgehogs,5,2,0,0.0,4,2.0,2,1,0,3,1.5,1.33,0,0,0.0,1,0.5,1,0,0,0,0,0,0,0,0
NNGANYADI Bryan Chibuike,AS Soleuvre B,11,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
TAMBA Bingana,Arantia Larochette C,7,2,2,100.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,2,1.0,1,0,1,0,0,0,0,0,0
BRINCK Robert,US Heffingen,5,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
SCHUMACHER Robyn,Gréngewald Hueschtert,15,4,0,0.0,4,1.0,0,2,0,2,0.5,2.0,0,0,0.0,3,0.75,1,0,2,0,0,0,0,0,0
NONO Kieran,AS Soleuvre,12,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
BROCHOT-CARRIC Cyprien Gabriel Julien,AS Soleuvre,13,2,0,0.0,4,2.0,2,1,0,3,1.5,1.33,2,1,50.0,6,3.0,3,0,3,0,0,0,0,0,0
BRUCK Lou,Musel Pikes C,5,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,4,2.0,1,0,2,0,1,0,0,0,0
KONRATH Cliff,Amicale Steesel B,7,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,1,0.5,0,1,0,0,0,0,0,0,0
SETOCA Ivan,Mambra Mamer C,5,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
RIBEIRO-GONCALVES Jaylson,Black Frogs Schieren C,13,3,1,33.3,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,5,1.67,2,0,3,0,0,0,0,0,0
LUDWIG Claude,US Heffingen B,8,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,7,2.33,3,2,2,0,0,0,0,0,0
REULAND Keven,AB Contern B,12,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0,0
PRIM Joe,US Heffingen B,4,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
ZIMONJIC Ognjen,BC Mess B,13,1,0,0.0,4,4.0,1,0,1,2,2.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
RUPIL Tristan Andrea Raimondo,Mambra Mamer C,6,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
ITALIA Christian,Telstar Hesperange,15,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
BAHSOUN Mahdi,Luxembourg Phoenix,7,2,1,50.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,5,2.5,1,1,3,0,0,0,0,0,0
WILLIAMS III Walter Philmore,Arantia Larochette,12,1,1,100.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
ALISSOUTIN Elvio Amen,CFBB U18,11,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,2,1.0,1,0,1,0,0,0,0,0,0
KUNZER DA SILVA Yann,Sparta Bertrange B,14,2,0,0.0,4,2.0,0,2,0,2,1.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
TESTORI EP. DIBER Luca,Black Star Mersch C,14,3,1,33.3,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,7,2.33,4,0,3,0,0,0,0,0,0
MUJKIC LAUNOIS Mathieu Serge Jules,Nitia Bettembourg B,11,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
NEUMAN Tom,Arantia Larochette C,7,3,0,0.0,4,1.33,0,2,0,2,0.67,2.0,0,0,0.0,1,0.33,1,0,0,0,0,0,0,0,0
BALDE SAID ALY Wallid Abdou,Arantia Larochette C,13,1,1,100.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
BARTHOLOMEY Yann,Avanti Mondorf,9,1,1,100.0,4,4.0,2,1,0,3,3.0,1.33,2,1,50.0,2,2.0,1,0,0,0,1,0,0,0,0
AZEMI Albin,Mambra Mamer,14,4,0,0.0,4,1.0,1,0,1,2,0.5,2.0,0,0,0.0,2,0.5,1,0,1,0,0,0,0,0,0
FINE Diego,AS Soleuvre B,6,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
MIRANDA LIMA Diego Ricardo,Kordall Steelers B,8,1,0,0.0,4,4.0,0,2,0,2,2.0,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
LUCIANI Nino,Bascharage Hedgehogs B,9,1,1,100.0,3,3.0,0,0,0,0,0.0,0.0,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
