PlayerName,Team,PlayerNumber,GamesPlayed,GamesStarted,StartingPercentage,TotalPoints,AvgPointsPerGame,1PMadeShots,2PMadeShots,3PMadeShots,TotalFieldGoalsMade,AvgShotsPerGame,PointsPerShot,FTAttempts,FTMakes,FTPercentage,TotalFouls,AvgFoulsPerGame,PFouls,P1Fouls,P2Fouls,P3Fouls,T1Fouls,U1Fouls,U2Fouls,U3Fouls,GDFouls
STEPHENS Denell Devonn,T71 Dudelange,4,7,0,0.0,27,3.86,5,10,0,15,2.14,1.8,2,1,50.0,7,1.0,1,2,4,0,0,0,0,0,0
LEGG Zachary,Rebound Préizerdaul B,12,3,3,100.0,27,9.0,3,12,0,15,5.0,1.8,0,0,0.0,2,0.67,1,0,1,0,0,0,0,0,0
BOVE Gil,Sparta Bertrange C,14,3,2,66.7,27,9.0,1,13,0,14,4.67,1.93,0,0,0.0,1,0.33,0,0,1,0,0,0,0,0,0
SULSKIS Mindaugas,Telstar Hesperange C,9,5,0,0.0,27,5.4,2,8,3,13,2.6,2.08,0,0,0.0,11,2.2,2,1,8,0,0,0,0,0,0
WEYER Jordan,Rebound Préizerdaul B,10,3,2,66.7,26,8.67,3,10,1,14,4.67,1.86,0,0,0.0,7,2.33,4,1,2,0,0,0,0,0,0
NTEMO Mathys Alain Baptiste,AS Soleuvre,13,6,0,0.0,26,4.33,4,2,6,12,2.0,2.17,2,2,100.0,9,1.5,1,0,8,0,0,0,0,0,0
KEMEVUAKO Pedrito,BC Mess,5,7,6,85.7,26,3.71,5,6,3,14,2.0,1.86,0,0,0.0,9,1.29,6,0,2,0,0,0,1,0,0
PRIOR TORRALBA Daniel,Nitia Bettembourg,9,6,2,33.3,26,4.33,0,10,2,12,2.0,2.17,0,0,0.0,9,1.5,1,1,5,0,1,1,0,0,0
MOUSSA Elia,Luxembourg Phoenix,4,2,2,100.0,26,13.0,4,11,0,15,7.5,1.73,0,0,0.0,8,4.0,6,0,2,0,0,0,0,0,0
FISCHELS Yann Marc,Black Star Mersch B,10,4,2,50.0,26,6.5,2,12,0,14,3.5,1.86,2,1,50.0,11,2.75,5,0,6,0,0,0,0,0,0
RICO GOMEZ Rodrigo,Telstar Hesperange B,6,5,4,80.0,26,5.2,4,8,3,15,3.0,1.73,0,0,0.0,10,2.0,1,3,6,0,0,0,0,0,0
CZERWONKA Yannis,Basket Esch D,8,2,2,100.0,26,13.0,6,7,2,15,7.5,1.73,2,1,50.0,7,3.5,2,0,5,0,0,0,0,0,0
CZERWONKA Yannis,Basket Esch B,12,5,1,20.0,26,5.2,4,11,0,15,3.0,1.73,0,0,0.0,6,1.2,1,1,4,0,0,0,0,0,0
RISCHETTE Dave,Mambra Mamer B,10,4,0,0.0,26,6.5,3,1,7,11,2.75,2.36,2,1,50.0,6,1.5,3,2,1,0,0,0,0,0,0
COGHETTO Mattia,Racing Luxembourg C,10,3,0,0.0,26,8.67,7,8,1,16,5.33,1.62,6,3,50.0,9,3.0,2,2,5,0,0,0,0,0,0
BARTHOLOMEY Tim,Avanti Mondorf,8,5,1,20.0,26,5.2,0,4,6,10,2.0,2.6,0,0,0.0,16,3.2,5,1,10,0,0,0,0,0,0
SILVA DO ROSARIO Welton Djon,Rebound Préizerdaul B,13,2,1,50.0,26,13.0,2,12,0,14,7.0,1.86,0,0,0.0,2,1.0,0,0,2,0,0,0,0,0,0
SORAGNA Louis Paul,Racing Luxembourg,7,6,5,83.3,26,4.33,7,8,1,16,2.67,1.62,0,0,0.0,15,2.5,5,2,7,0,0,0,1,0,0
GILLARDIN Mathieu,Racing Luxembourg B,11,2,1,50.0,26,13.0,7,8,1,16,8.0,1.62,2,1,50.0,1,0.5,0,1,0,0,0,0,0,0,0
MAJERUS Kim,Avanti Mondorf B,14,4,3,75.0,26,6.5,0,7,4,11,2.75,2.36,0,0,0.0,1,0.25,0,1,0,0,0,0,0,0,0
SCHROEDER Claude,BBC East Side Pirates B,11,4,1,25.0,26,6.5,6,10,0,16,4.0,1.62,2,1,50.0,9,2.25,3,0,6,0,0,0,0,0,0
NTEMO Mathys Alain Baptiste,AS Soleuvre B,4,2,1,50.0,25,12.5,0,8,3,11,5.5,2.27,0,0,0.0,5,2.5,2,1,2,0,0,0,0,0,0
LINDEN Pol,North Fox B,5,2,1,50.0,25,12.5,1,8,3,12,6.0,2.08,0,0,0.0,6,3.0,1,0,5,0,0,0,0,0,0
SCHMIT Tim,Amicale Steesel C,11,1,1,100.0,25,25.0,2,7,3,12,12.0,2.08,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
MAGLOIRE Raymond Alain,Mambra Mamer C,9,2,0,0.0,25,12.5,7,9,0,16,8.0,1.56,0,0,0.0,5,2.5,1,2,2,0,0,0,0,0,0
DA LUZ EVORA Fredy Anders,Rebound Préizerdaul,4,4,2,50.0,25,6.25,3,8,2,13,3.25,1.92,0,0,0.0,6,1.5,5,0,1,0,0,0,0,0,0
BRETTNER Charel,CFBB U18,15,4,3,75.0,25,6.25,1,9,2,12,3.0,2.08,2,1,50.0,13,3.25,6,2,4,0,0,0,1,0,0
CAPPELLI Edoardo,Racing Luxembourg C,8,5,0,0.0,25,5.0,6,8,1,15,3.0,1.67,2,1,50.0,8,1.6,3,1,3,0,1,0,0,0,0
BARTHOLOMEY Sven,Avanti Mondorf B,5,3,3,100.0,25,8.33,2,4,5,11,3.67,2.27,0,0,0.0,1,0.33,1,0,0,0,0,0,0,0,0
ADOMENAS Vilius,Telstar Hesperange C,7,3,3,100.0,25,8.33,7,9,0,16,5.33,1.56,4,2,50.0,8,2.67,5,0,3,0,0,0,0,0,0
BABACIC Adnan,Basket Esch C,8,2,2,100.0,24,12.0,2,11,0,13,6.5,1.85,0,0,0.0,5,2.5,3,0,2,0,0,0,0,0,0
BAUSCH Tom,Amicale Steesel B,11,1,1,100.0,24,24.0,2,2,6,10,10.0,2.4,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
BERKHOFF Andreas,Résidence Walferdange B,15,4,4,100.0,24,6.0,7,7,1,15,3.75,1.6,0,0,0.0,5,1.25,1,1,2,1,0,0,0,0,0
BAUER Asad,Basket Esch D,8,3,3,100.0,24,8.0,0,9,2,11,3.67,2.18,0,0,0.0,12,4.0,7,1,4,0,0,0,0,0,0
BOURGEOIS Lee,US Heffingen B,9,5,1,20.0,24,4.8,4,8,2,14,2.8,1.71,2,1,50.0,6,1.2,1,3,2,0,0,0,0,0,0
SCHMIT Max,Kordall Steelers,11,7,6,85.7,24,3.43,2,8,2,12,1.71,2.0,2,2,100.0,14,2.0,7,4,3,0,0,0,0,0,0
TEIXEIRA BREGEIRO Educardo,Telstar Hesperange E,10,1,1,100.0,24,24.0,0,9,2,11,11.0,2.18,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
ARENDT Philippe,Sparta Bertrange,4,7,0,0.0,24,3.43,3,3,5,11,1.57,2.18,0,0,0.0,18,2.57,11,0,7,0,0,0,0,0,0
ALKHOURY Tony,Luxembourg Phoenix,6,4,2,50.0,24,6.0,2,11,0,13,3.25,1.85,0,0,0.0,14,3.5,4,0,10,0,0,0,0,0,0
MICHELS Noah,Black Frogs Schieren C,4,2,1,50.0,24,12.0,1,10,1,12,6.0,2.0,0,0,0.0,1,0.5,0,0,1,0,0,0,0,0,0
MERTES Axel,US Heffingen C,8,2,2,100.0,24,12.0,6,9,0,15,7.5,1.6,0,0,0.0,3,1.5,2,0,1,0,0,0,0,0,0
GERMEAUX Tom,Sparta Bertrange,7,7,1,14.3,24,3.43,5,2,5,12,1.71,2.0,4,2,50.0,3,0.43,0,0,3,0,0,0,0,0,0
FUX Yann,Racing Luxembourg B,13,3,2,66.7,24,8.0,2,11,0,13,4.33,1.85,0,0,0.0,8,2.67,6,0,2,0,0,0,0,0,0
AKPEUBI Elele Marc Andre,Racing Luxembourg D,12,5,4,80.0,24,4.8,0,12,0,12,2.4,2.0,0,0,0.0,3,0.6,0,0,3,0,0,0,0,0,0
STRAUCH Florian Loic,Sparta Bertrange C,12,2,2,100.0,23,11.5,1,11,0,12,6.0,1.92,1,1,100.0,5,2.5,3,1,1,0,0,0,0,0,0
KABOTH Steve,Telstar Hesperange E,11,3,3,100.0,23,7.67,3,10,0,13,4.33,1.77,0,0,0.0,9,3.0,3,0,6,0,0,0,0,0,0
ADDUCCHIO Fabio,Amicale Steesel B,5,5,3,60.0,23,4.6,1,5,4,10,2.0,2.3,0,0,0.0,5,1.0,4,0,1,0,0,0,0,0,0
THOMA PAPP Patrick,North Fox C,4,3,2,66.7,23,7.67,7,8,0,15,5.0,1.53,0,0,0.0,1,0.33,0,0,1,0,0,0,0,0,0
HORVAT KOVAC Lan,Racing Luxembourg D,14,5,4,80.0,23,4.6,7,8,1,16,3.2,1.44,0,0,0.0,13,2.6,4,1,8,0,0,0,0,0,0
THIAM DIOP Modou,CFBB U18,6,3,2,66.7,23,7.67,1,11,0,12,4.0,1.92,0,0,0.0,5,1.67,3,0,2,0,0,0,0,0,0
GAVENAS Adomas,BBC East Side Pirates B,7,1,0,0.0,23,23.0,6,7,1,14,14.0,1.64,7,4,57.1,2,2.0,1,0,1,0,0,0,0,0,0
LEGG Zachary,Rebound Préizerdaul,12,4,2,50.0,23,5.75,2,9,1,12,3.0,1.92,0,0,0.0,6,1.5,3,1,2,0,0,0,0,0,0
MATOS PINTO Bernardo,BC Mess,5,2,1,50.0,23,11.5,0,1,7,8,4.0,2.88,0,0,0.0,5,2.5,1,1,3,0,0,0,0,0,0
RAGOT Felicien,Avanti Mondorf B,8,4,3,75.0,23,5.75,7,4,3,14,3.5,1.64,0,0,0.0,3,0.75,2,0,1,0,0,0,0,0,0
SABOTIC Eldar,North Fox B,14,3,3,100.0,23,7.67,3,10,0,13,4.33,1.77,2,1,50.0,3,1.0,0,0,3,0,0,0,0,0,0
LIN Xu,Arantia Larochette C,12,5,5,100.0,23,4.6,2,9,1,12,2.4,1.92,0,0,0.0,7,1.4,4,0,2,0,1,0,0,0,0
PAPA MULLER Jesse,T71 Dudelange B,4,3,0,0.0,23,7.67,3,4,4,11,3.67,2.09,0,0,0.0,3,1.0,2,0,1,0,0,0,0,0,0
DIEYE Ahmed Tidiane,BBC Käldall,10,2,1,50.0,23,11.5,3,7,2,12,6.0,1.92,0,0,0.0,7,3.5,3,2,2,0,0,0,0,0,0
SABOTIC Leis,CFBB U18,11,4,0,0.0,23,5.75,0,7,3,10,2.5,2.3,0,0,0.0,9,2.25,2,2,4,0,0,0,1,0,0
SERACINI Matteo,Racing Luxembourg B,12,3,3,100.0,23,7.67,1,11,0,12,4.0,1.92,0,0,0.0,6,2.0,1,0,5,0,0,0,0,0,0
GUIOT Mathis Alex,AS Soleuvre B,4,4,0,0.0,23,5.75,0,8,4,12,3.0,1.92,0,0,0.0,6,1.5,2,0,4,0,0,0,0,0,0
LABATUT Tanguy Serverin Patrick,Black Frogs Schieren C,14,3,2,66.7,23,7.67,1,11,0,12,4.0,1.92,0,0,0.0,1,0.33,1,0,0,0,0,0,0,0,0
NKOA Raphael Johan,North Fox C,13,1,1,100.0,23,23.0,4,8,1,13,13.0,1.77,0,0,0.0,3,3.0,1,0,2,0,0,0,0,0,0
NESSER Christophe,Amicale Steesel C,5,3,1,33.3,23,7.67,5,6,2,13,4.33,1.77,5,3,60.0,0,0.0,0,0,0,0,0,0,0,0,0
MONTEIRO ALVES Flavio,Gréngewald Hueschtert C,8,4,1,25.0,23,5.75,2,9,1,12,3.0,1.92,2,2,100.0,6,1.5,3,0,2,0,1,0,0,0,0
DIETERLEN Mathis,CFBB U18,4,4,3,75.0,23,5.75,0,7,3,10,2.5,2.3,0,0,0.0,12,3.0,11,0,1,0,0,0,0,0,0
BISSE NGO TIGA Maurice Stephane,Basket Esch C,5,5,0,0.0,22,4.4,4,6,2,12,2.4,1.83,2,1,50.0,3,0.6,1,1,1,0,0,0,0,0,0
SANTI Raffaele,Telstar Hesperange,8,1,0,0.0,22,22.0,7,6,1,14,14.0,1.57,4,2,50.0,4,4.0,2,0,2,0,0,0,0,0,0
SCHROEDER Nils,T71 Dudelange B,5,1,1,100.0,22,22.0,2,10,0,12,12.0,1.83,2,1,50.0,4,4.0,0,0,4,0,0,0,0,0,0
KRAUS Benoit,Rebound Préizerdaul B,14,2,2,100.0,22,11.0,4,9,0,13,6.5,1.69,0,0,0.0,8,4.0,1,2,5,0,0,0,0,0,0
HARR Christian,AB Contern C,11,4,4,100.0,22,5.5,2,7,2,11,2.75,2.0,0,0,0.0,1,0.25,0,0,1,0,0,0,0,0,0
BELLOT Cedric Pierre Louis,Mambra Mamer C,13,1,1,100.0,22,22.0,2,10,0,12,12.0,1.83,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
RETO SEQUEIRA Kevin,Sparta Bertrange C,4,6,4,66.7,22,3.67,6,2,4,12,2.0,1.83,2,2,100.0,10,1.67,2,2,6,0,0,0,0,0,0
DELAPLACE Mathieu,Racing Luxembourg D,7,1,1,100.0,22,22.0,2,7,2,11,11.0,2.0,0,0,0.0,1,1.0,0,0,0,0,1,0,0,0,0
GOSALBEZ SEVA Arturo Pablo,Telstar Hesperange,9,3,2,66.7,22,7.33,2,4,5,11,3.67,2.0,2,1,50.0,7,2.33,1,1,5,0,0,0,0,0,0
OKE Oreoluwa,Etzella Ettelbruck B,13,5,3,60.0,22,4.4,3,8,1,12,2.4,1.83,0,0,0.0,11,2.2,5,1,5,0,0,0,0,0,0
DA SILVA MOREIRA Joao,North Fox B,9,4,1,25.0,22,5.5,1,8,2,11,2.75,2.0,0,0,0.0,9,2.25,3,3,3,0,0,0,0,0,0
PHILIPPS Jo,Black Star Mersch C,5,3,3,100.0,22,7.33,6,8,0,14,4.67,1.57,8,4,50.0,1,0.33,0,0,1,0,0,0,0,0,0
WEIMERSKIRCH Jo,Amicale Steesel B,6,2,1,50.0,22,11.0,1,9,1,11,5.5,2.0,0,0,0.0,1,0.5,1,0,0,0,0,0,0,0,0
TSCHIDERER Maximilian,Musel Pikes C,14,3,3,100.0,22,7.33,2,10,0,12,4.0,1.83,2,1,50.0,9,3.0,5,0,4,0,0,0,0,0,0
WENSVEEN GROU Kian,Gréngewald Hueschtert B,4,3,3,100.0,22,7.33,3,8,1,12,4.0,1.83,0,0,0.0,8,2.67,4,0,4,0,0,0,0,0,0
LANA Ralph Anthony,BBC Käldall,15,2,2,100.0,21,10.5,3,9,0,12,6.0,1.75,0,0,0.0,3,1.5,1,0,2,0,0,0,0,0,0
REICHERT Aidan,Gréngewald Hueschtert,14,1,1,100.0,21,21.0,3,6,2,11,11.0,1.91,1,1,100.0,0,0.0,0,0,0,0,0,0,0,0,0
CREMMER Thoms Albert Maurizio,Avanti Mondorf B,7,3,1,33.3,21,7.0,0,3,5,8,2.67,2.62,0,0,0.0,1,0.33,1,0,0,0,0,0,0,0,0
GOETZINGER Charel Pol,Black Frogs Schieren B,4,2,2,100.0,21,10.5,3,3,4,10,5.0,2.1,0,0,0.0,6,3.0,4,0,1,0,1,0,0,0,0
ROCHA PIRES Dylan,Arantia Larochette B,8,2,2,100.0,21,10.5,0,9,1,10,5.0,2.1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
MATHIEU Joe,Racing Luxembourg B,8,6,1,16.7,21,3.5,0,3,5,8,1.33,2.62,0,0,0.0,4,0.67,3,0,1,0,0,0,0,0,0
RADZIMSKI Krzystof,Musel Pikes C,8,5,4,80.0,21,4.2,4,7,1,12,2.4,1.75,2,1,50.0,6,1.2,1,1,4,0,0,0,0,0,0
SPAGNOLETTI Niccolo,Telstar Hesperange E,8,1,1,100.0,21,21.0,3,6,2,11,11.0,1.91,2,2,100.0,1,1.0,1,0,0,0,0,0,0,0,0
SCHOMER Tom,Résidence Walferdange,7,6,4,66.7,21,3.5,5,8,0,13,2.17,1.62,6,3,50.0,23,3.83,6,3,12,1,0,0,1,0,0
KABOTH Jordan,Telstar Hesperange E,4,2,2,100.0,21,10.5,2,8,1,11,5.5,1.91,0,0,0.0,2,1.0,1,0,1,0,0,0,0,0,0
WENSVEEN GROU Kian,Gréngewald Hueschtert C,10,1,0,0.0,21,21.0,1,10,0,11,11.0,1.91,0,0,0.0,1,1.0,1,0,0,0,0,0,0,0,0
THIAM DIOP El Hadji Modou,CFBB U18,6,2,2,100.0,21,10.5,3,9,0,12,6.0,1.75,2,1,50.0,4,2.0,1,0,2,0,0,0,1,0,0
WOOD III Kenneth Carl,Kordall Steelers,9,1,1,100.0,21,21.0,5,5,2,12,12.0,1.75,4,3,75.0,2,2.0,1,0,1,0,0,0,0,0,0
KIRSCH Luc,Musel Pikes B,12,6,0,0.0,20,3.33,1,8,1,10,1.67,2.0,0,0,0.0,12,2.0,3,1,8,0,0,0,0,0,0
HAYKAL Marc,Luxembourg Phoenix,7,4,4,100.0,20,5.0,4,8,0,12,3.0,1.67,2,1,50.0,11,2.75,3,2,5,1,0,0,0,0,0
SARKOVIC Nikola,BC Mess,15,7,2,28.6,20,2.86,0,10,0,10,1.43,2.0,0,0,0.0,12,1.71,2,2,8,0,0,0,0,0,0
BOSDIJK Nils,Black Star Mersch,9,6,0,0.0,20,3.33,2,9,0,11,1.83,1.82,2,1,50.0,7,1.17,4,0,3,0,0,0,0,0,0
SILVESTRE MARQUEZ Wander Nicolas,Racing Luxembourg B,14,3,1,33.3,20,6.67,2,9,0,11,3.67,1.82,0,0,0.0,6,2.0,3,0,3,0,0,0,0,0,0
TORRES DOS SANTOS David,AB Contern B,9,6,1,16.7,20,3.33,3,1,5,9,1.5,2.22,2,1,50.0,3,0.5,2,0,1,0,0,0,0,0,0
BRAUN Colin,Sparta Bertrange,8,3,1,33.3,20,6.67,0,3,6,9,3.0,2.22,0,0,0.0,3,1.0,1,0,2,0,0,0,0,0,0
CLEES Lou,Etzella Ettelbruck B,12,2,2,100.0,20,10.0,4,5,2,11,5.5,1.82,4,2,50.0,7,3.5,4,0,3,0,0,0,0,0,0
JARNJAK Fran,Résidence Walferdange,5,5,1,20.0,20,4.0,2,6,2,10,2.0,2.0,2,1,50.0,16,3.2,9,1,6,0,0,0,0,0,0
IATAROLA MATTENBERGER Joao Guilherme,Telstar Hesperange B,11,4,3,75.0,20,5.0,6,7,0,13,3.25,1.54,0,0,0.0,9,2.25,2,1,6,0,0,0,0,0,0
NUNES JORDAO Rui,Arantia Larochette B,5,3,2,66.7,20,6.67,6,1,4,11,3.67,1.82,4,2,50.0,8,2.67,7,0,1,0,0,0,0,0,0
FULOP Mihnea-Cristian,Résidence Walferdange B,9,3,3,100.0,20,6.67,0,10,0,10,3.33,2.0,0,0,0.0,6,2.0,1,1,2,2,0,0,0,0,0
MONTEIRO NEVES Jeffry,Basket Esch,15,7,1,14.3,20,2.86,0,10,0,10,1.43,2.0,0,0,0.0,17,2.43,1,4,12,0,0,0,0,0,0
MELANDA Ruben,T71 Dudelange B,10,4,2,50.0,20,5.0,0,4,4,8,2.0,2.5,0,0,0.0,10,2.5,1,3,6,0,0,0,0,0,0
FERRARI Lorenzo,Telstar Hesperange,13,3,3,100.0,20,6.67,6,7,0,13,4.33,1.54,2,1,50.0,2,0.67,2,0,0,0,0,0,0,0,0
SADLER Emmanuel Alfred,Musel Pikes B,14,2,2,100.0,20,10.0,4,8,0,12,6.0,1.67,0,0,0.0,3,1.5,2,0,1,0,0,0,0,0,0
COGHETTO Mattia,Racing Luxembourg D,9,1,0,0.0,20,20.0,4,5,2,11,11.0,1.82,0,0,0.0,1,1.0,0,0,1,0,0,0,0,0,0
LEGG Aaron,Rebound Préizerdaul,11,3,2,66.7,20,6.67,2,9,0,11,3.67,1.82,0,0,0.0,4,1.33,0,1,3,0,0,0,0,0,0
RECH Tom,Amicale Steesel B,9,5,4,80.0,19,3.8,0,5,3,8,1.6,2.38,0,0,0.0,5,1.0,2,0,3,0,0,0,0,0,0
DO PATROCINIO DO COUTO Andre,Black Frogs Schieren C,5,3,3,100.0,19,6.33,2,7,1,10,3.33,1.9,0,0,0.0,3,1.0,0,0,3,0,0,0,0,0,0
HIRT Nick,Black Frogs Schieren B,9,4,0,0.0,19,4.75,3,8,0,11,2.75,1.73,4,2,50.0,3,0.75,1,1,1,0,0,0,0,0,0
GRANGE Pierre Adrien,Gréngewald Hueschtert C,9,3,1,33.3,19,6.33,3,5,2,10,3.33,1.9,0,0,0.0,7,2.33,3,1,3,0,0,0,0,0,0
COSTA FARINHA Rafael,T71 Dudelange C,11,1,1,100.0,19,19.0,1,9,0,10,10.0,1.9,0,0,0.0,2,2.0,0,0,2,0,0,0,0,0,0
FREICHEL Daniel,Black Frogs Schieren C,11,1,1,100.0,19,19.0,2,7,1,10,10.0,1.9,2,1,50.0,2,2.0,1,0,1,0,0,0,0,0,0
MUHOVIC Elvin,Nitia Bettembourg B,7,3,3,100.0,19,6.33,4,6,1,11,3.67,1.73,2,2,100.0,6,2.0,1,1,4,0,0,0,0,0,0
MERTENS Foni,Avanti Mondorf B,10,2,2,100.0,19,9.5,5,4,2,11,5.5,1.73,0,0,0.0,2,1.0,1,0,1,0,0,0,0,0,0
THEISEN Jonas,Amicale Steesel,9,6,2,33.3,19,3.17,1,6,2,9,1.5,2.11,0,0,0.0,10,1.67,3,1,6,0,0,0,0,0,0
GRUN Davide,T71 Dudelange,9,6,4,66.7,19,3.17,0,5,3,8,1.33,2.38,0,0,0.0,20,3.33,11,2,5,2,0,0,0,0,0
SCHAAF Thierry,Etzella Ettelbruck,5,7,0,0.0,18,2.57,2,5,2,9,1.29,2.0,2,2,100.0,3,0.43,1,2,0,0,0,0,0,0,0
MERTENS Lou,Avanti Mondorf,13,3,2,66.7,18,6.0,2,8,0,10,3.33,1.8,0,0,0.0,6,2.0,5,0,1,0,0,0,0,0,0
MIHAI Tudor-Filip,Sparta Bertrange B,7,4,1,25.0,18,4.5,3,6,1,10,2.5,1.8,0,0,0.0,8,2.0,2,2,3,1,0,0,0,0,0
MURIC Selmin,Résidence Walferdange,10,6,0,0.0,18,3.0,1,7,1,9,1.5,2.0,0,0,0.0,8,1.33,2,1,4,0,0,0,1,0,0
NONO Kieran,AS Soleuvre B,10,2,0,0.0,18,9.0,2,5,2,9,4.5,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0
PALERMO CARDOSO Giovanni,Etzella Ettelbruck B,5,3,1,33.3,18,6.0,3,3,3,9,3.0,2.0,2,1,50.0,6,2.0,1,2,3,0,0,0,0,0,0
LIU Janssen,Black Frogs Schieren C,9,1,1,100.0,18,18.0,1,4,3,8,8.0,2.25,2,1,50.0,1,1.0,0,0,1,0,0,0,0,0,0
MORENO BORGES QUERIDO David Alexandre,Kordall Steelers B,12,3,1,33.3,18,6.0,1,6,1,8,2.67,2.25,0,0,0.0,2,0.67,2,0,0,0,0,0,0,0,0
WOLFF Jerome,Rebound Préizerdaul B,7,3,3,100.0,18,6.0,2,5,3,10,3.33,1.8,0,0,0.0,6,2.0,1,0,4,0,1,0,0,0,0
KELLER Jeff,Racing Luxembourg,14,7,3,42.9,18,2.57,1,7,2,10,1.43,1.8,2,1,50.0,6,0.86,1,0,5,0,0,0,0,0,0
KEMP Daniel,Black Frogs Schieren B,11,3,2,66.7,18,6.0,4,4,2,10,3.33,1.8,4,2,50.0,2,0.67,1,0,1,0,0,0,0,0,0
TOZIK Dimitry,Racing Luxembourg C,14,3,1,33.3,18,6.0,6,6,0,12,4.0,1.5,2,1,50.0,4,1.33,3,0,1,0,0,0,0,0,0
VILLOLDO FEIJOO Francisco,T71 Dudelange C,8,5,5,100.0,18,3.6,1,7,1,9,1.8,2.0,0,0,0.0,12,2.4,9,2,1,0,0,0,0,0,0
CARVALHO Marvin,North Fox C,13,2,1,50.0,18,9.0,1,7,1,9,4.5,2.0,0,0,0.0,3,1.5,1,2,0,0,0,0,0,0,0
GEROUVILLE Laurent,Telstar Hesperange D,11,4,3,75.0,18,4.5,0,9,0,9,2.25,2.0,0,0,0.0,9,2.25,3,0,6,0,0,0,0,0,0
PRIM Joe,US Heffingen C,12,4,2,50.0,18,4.5,2,8,0,10,2.5,1.8,0,0,0.0,7,1.75,3,0,4,0,0,0,0,0,0
GANTREL Luc,Basket Esch D,12,4,2,50.0,18,4.5,0,9,0,9,2.25,2.0,0,0,0.0,7,1.75,1,1,4,0,1,0,0,0,0
SILVA SANCHES Leonardo Carlos,Rebound Préizerdaul B,5,4,2,50.0,18,4.5,0,6,2,8,2.0,2.25,0,0,0.0,7,1.75,1,1,5,0,0,0,0,0,0
CAVOR Stephane,AS Soleuvre B,5,1,1,100.0,18,18.0,5,3,3,11,11.0,1.64,0,0,0.0,2,2.0,1,0,1,0,0,0,0,0,0
LABATUT Tanguy Serverin Patrick,Black Frogs Schieren B,14,4,0,0.0,17,4.25,3,7,0,10,2.5,1.7,0,0,0.0,1,0.25,1,0,0,0,0,0,0,0,0
KIRSCH Michel,AB Contern B,13,4,2,50.0,17,4.25,2,6,1,9,2.25,1.89,0,0,0.0,8,2.0,3,1,4,0,0,0,0,0,0
HILGER Sam,Racing Luxembourg B,6,5,1,20.0,17,3.4,2,3,3,8,1.6,2.12,4,2,50.0,9,1.8,2,1,5,1,0,0,0,0,0
JACOBY Frank,US Heffingen,12,7,0,0.0,17,2.43,4,5,1,10,1.43,1.7,0,0,0.0,5,0.71,0,1,4,0,0,0,0,0,0
BORBON Anderson Alix,Kordall Steelers,8,7,3,42.9,17,2.43,2,6,1,9,1.29,1.89,0,0,0.0,10,1.43,3,0,6,1,0,0,0,0,0
MOUSEL MOUNDA Nadjahou,North Fox,11,7,0,0.0,17,2.43,1,5,2,8,1.14,2.12,2,1,50.0,0,0.0,0,0,0,0,0,0,0,0,0
MEDEOT Antoine,Amicale Steesel,5,7,2,28.6,17,2.43,0,4,3,7,1.0,2.43,0,0,0.0,9,1.29,3,1,4,0,0,0,1,0,0
NKOA Raphael Johan,North Fox B,6,1,1,100.0,17,17.0,2,6,1,9,9.0,1.89,0,0,0.0,5,5.0,2,0,3,0,0,0,0,0,0
MITOV Valentin,Telstar Hesperange C,8,4,1,25.0,17,4.25,0,4,3,7,1.75,2.43,0,0,0.0,4,1.0,3,0,1,0,0,0,0,0,0
MARCHAND Ulryc,Kordall Steelers B,10,5,4,80.0,17,3.4,2,7,1,10,2.0,1.7,0,0,0.0,4,0.8,2,2,0,0,0,0,0,0,0
PLEIMLING Denis,Telstar Hesperange E,4,2,1,50.0,17,8.5,7,5,0,12,6.0,1.42,6,3,50.0,1,0.5,0,0,0,1,0,0,0,0,0
PROST Ander,Racing Luxembourg B,10,4,1,25.0,17,4.25,1,5,2,8,2.0,2.12,0,0,0.0,7,1.75,2,1,4,0,0,0,0,0,0
MALDARESCU Tudor-Costin,Résidence Walferdange B,13,4,2,50.0,17,4.25,3,1,4,8,2.0,2.12,0,0,0.0,11,2.75,2,0,9,0,0,0,0,0,0
KRIER Jeff,Gréngewald Hueschtert B,7,5,1,20.0,17,3.4,1,5,2,8,1.6,2.12,0,0,0.0,12,2.4,5,2,4,0,0,0,1,0,0
STEIN Victor,Sparta Bertrange,10,7,6,85.7,17,2.43,0,4,3,7,1.0,2.43,0,0,0.0,21,3.0,13,3,5,0,0,0,0,0,0
DUROVIC Igor,AB Contern,13,7,0,0.0,17,2.43,0,4,3,7,1.0,2.43,0,0,0.0,17,2.43,5,2,10,0,0,0,0,0,0
MERTENS Foni,Avanti Mondorf,6,6,0,0.0,17,2.83,0,1,5,6,1.0,2.83,0,0,0.0,12,2.0,3,0,8,1,0,0,0,0,0
MERTES Axel,US Heffingen B,10,1,0,0.0,16,16.0,6,5,0,11,11.0,1.45,6,3,50.0,2,2.0,0,1,1,0,0,0,0,0,0
